,chr,indexStart,indexEnd,L,p.value
20105,chr13,320505,320505,1,0.301072946
30355,chr6,155461,155461,1,0.301102337
10572,chr5,137259,137259,1,0.301204471
19108,chr12,297524,297524,1,0.301272315
23981,chr2,46586,46586,1,0.301287746
25287,chr2,71722,71722,1,0.301295094
23819,chr19,427669,427669,1,0.301304156
27803,chr4,104780,104780,1,0.301313708
31229,chr6,174457,174457,1,0.301348487
25282,chr2,71702,71702,1,0.301348732
13525,chr9,235120,235120,1,0.301457724
25437,chr2,74700,74700,1,0.30148834
29664,chr5,139225,139225,1,0.301502546
23606,chr19,419882,419882,1,0.301514057
23893,chr19,429927,429927,1,0.301532916
17055,chr10,255921,255921,1,0.301541489
8713,chr3,81903,81903,1,0.301606884
13510,chr9,234475,234475,1,0.301624274
22383,chr17,379358,379358,1,0.30165195
26865,chr3,87079,87079,1,0.301691628
23946,chr2,45839,45839,1,0.301749431
27215,chr3,92282,92282,1,0.3017678
31195,chr6,173762,173762,1,0.301851565
13330,chr9,229945,229945,1,0.301891488
29742,chr5,140566,140566,1,0.301942677
31148,chr6,172996,172996,1,0.301952229
29013,chr5,126065,126065,1,0.301986519
14250,chr1,4359,4359,1,0.302057792
29663,chr5,139141,139141,1,0.302065875
25773,chr20,435464,435464,1,0.302085224
23134,chr18,401707,401707,1,0.302119024
33866,chr9,233905,233905,1,0.302136903
14035,chr1,557,557,1,0.302142536
19939,chr13,317947,317947,1,0.302168499
24103,chr2,48555,48555,1,0.302248834
32794,chr8,210746,210746,1,0.302269408
3775,chr13,323383,323383,1,0.302315699
32959,chr8,214427,214427,1,0.302320353
21059,chr15,343019,343019,1,0.302351458
32570,chr7,206570,206570,1,0.302384768
3097,chr12,300193,300193,1,0.302389177
8288,chr21,441783,441783,1,0.30251017
8429,chr22,446669,446669,1,0.302551562
22226,chr16,373605,373605,1,0.302605936
14169,chr1,3352,3352,1,0.302725705
27696,chr3,100781,100781,1,0.302786201
14802,chr1,17805,17805,1,0.302788161
13405,chr9,231766,231766,1,0.302796488
3034,chr12,298010,298010,1,0.302808734
32484,chr7,204143,204143,1,0.302814368
3124,chr12,301476,301476,1,0.302820001
10593,chr5,137350,137350,1,0.302830533
24683,chr2,60986,60986,1,0.302836656
32040,chr7,193775,193775,1,0.30290646
2326,chr11,270304,270304,1,0.302914787
30074,chr6,147709,147709,1,0.302950301
4488,chr15,348265,348265,1,0.302960343
11862,chr7,182055,182055,1,0.302967936
32335,chr7,201095,201095,1,0.303033576
21118,chr15,344072,344072,1,0.303059293
23469,chr19,413887,413887,1,0.303062967
18110,chr11,279302,279302,1,0.303068845
31366,chr6,177370,177370,1,0.303097012
18812,chr12,291186,291186,1,0.303146487
28780,chr5,121886,121886,1,0.303148936
23276,chr18,405243,405243,1,0.303169265
17715,chr11,269490,269490,1,0.303189594
2169,chr11,266700,266700,1,0.303213107
28837,chr5,123006,123006,1,0.303213841
538,chr1,19509,19509,1,0.303263072
12639,chr8,208984,208984,1,0.303297606
14932,chr1,20397,20397,1,0.303376717
30111,chr6,148819,148819,1,0.303378187
4887,chr16,363206,363206,1,0.303412476
24026,chr2,47350,47350,1,0.303414925
30593,chr6,160795,160795,1,0.30341566
21300,chr15,348239,348239,1,0.303420559
3605,chr13,318774,318774,1,0.30345044
18133,chr11,280105,280105,1,0.303455338
18587,chr11,287470,287470,1,0.30346489
3688,chr13,320444,320444,1,0.303493302
14235,chr1,4105,4105,1,0.303583679
2274,chr11,268954,268954,1,0.303587108
2923,chr12,294833,294833,1,0.303636093
18031,chr11,277405,277405,1,0.303646625
23143,chr18,401807,401807,1,0.303673567
25945,chr20,440280,440280,1,0.303682384
31418,chr6,178299,178299,1,0.303684834
6152,chr18,406440,406440,1,0.303711286
20748,chr14,335435,335435,1,0.303713735
9827,chr4,117136,117136,1,0.303724022
14121,chr1,2920,2920,1,0.303724512
4924,chr16,364207,364207,1,0.303781824
26823,chr3,86702,86702,1,0.303782069
23291,chr18,405635,405635,1,0.303799214
33787,chr9,232505,232505,1,0.303862895
19179,chr12,300133,300133,1,0.303914084
19587,chr12,309907,309907,1,0.303936862
5534,chr17,387160,387160,1,0.303951313
7015,chr2,49241,49241,1,0.303986337
26809,chr3,86348,86348,1,0.303991481
20060,chr13,319495,319495,1,0.304020627
23560,chr19,418675,418675,1,0.304027485
22742,chr17,390103,390103,1,0.304044384
27635,chr3,99257,99257,1,0.304052957
30857,chr6,166840,166840,1,0.304057366
185,chr1,7683,7683,1,0.304057366
11314,chr6,163823,163823,1,0.30409043
7141,chr2,54059,54059,1,0.30414064
17369,chr11,263596,263596,1,0.304217547
16632,chr10,246232,246232,1,0.30424106
28936,chr5,125117,125117,1,0.304264083
24856,chr2,64168,64168,1,0.304319191
23028,chr17,397251,397251,1,0.304380912
14775,chr1,16905,16905,1,0.304387525
28725,chr4,121019,121019,1,0.304399282
20724,chr14,335325,335325,1,0.304424509
12482,chr7,201971,201971,1,0.304441164
21378,chr15,349710,349710,1,0.304465167
26317,chr22,451130,451130,1,0.304479617
22013,chr16,368602,368602,1,0.30448917
553,chr1,20277,20277,1,0.304517091
18269,chr11,282010,282010,1,0.304529582
33996,chr9,236952,236952,1,0.304539134
16873,chr10,250580,250580,1,0.304571465
4458,chr15,346743,346743,1,0.304572444
848,chr1,27843,27843,1,0.304606489
20953,chr15,340736,340736,1,0.304652045
8483,chr22,449311,449311,1,0.30466772
6764,chr19,428287,428287,1,0.304681926
22113,chr16,370531,370531,1,0.304740953
11859,chr7,181872,181872,1,0.30481737
135,chr1,6025,6025,1,0.30483378
18102,chr11,279039,279039,1,0.304848231
10153,chr5,126282,126282,1,0.304859252
24454,chr2,55761,55761,1,0.304868804
29014,chr5,126102,126102,1,0.304913626
31821,chr7,189478,189478,1,0.304925382
29543,chr5,136054,136054,1,0.304925627
13551,chr9,236062,236062,1,0.30503217
27517,chr3,97388,97388,1,0.305095116
10368,chr5,131592,131592,1,0.30512965
18931,chr12,293274,293274,1,0.305131365
14806,chr1,17974,17974,1,0.305152428
33533,chr8,225508,225508,1,0.305198474
13854,chrX,460551,460551,1,0.305206802
31454,chr6,178996,178996,1,0.305227865
14515,chr1,9740,9740,1,0.305270482
23978,chr2,46550,46550,1,0.305321182
17161,chr10,257492,257492,1,0.30534592
13369,chr9,230784,230784,1,0.305350573
19303,chr12,301942,301942,1,0.305370902
17216,chr10,258889,258889,1,0.305376535
4190,chr14,336455,336455,1,0.305434828
17144,chr10,257336,257336,1,0.305445604
24586,chr2,59269,59269,1,0.305487976
16688,chr10,247580,247580,1,0.305515163
27241,chr3,92633,92633,1,0.305526185
26272,chr22,449408,449408,1,0.30552741
20210,chr13,322799,322799,1,0.305544309
33358,chr8,222139,222139,1,0.305564393
30346,chr6,155394,155394,1,0.305640565
16941,chr10,252467,252467,1,0.305669466
31949,chr7,191384,191384,1,0.305740985
21495,chr15,352088,352088,1,0.305746618
15075,chr1,22945,22945,1,0.305776989
28244,chr4,112741,112741,1,0.305780418
8875,chr3,88167,88167,1,0.305829403
17082,chr10,256258,256258,1,0.305871775
4889,chr16,363226,363226,1,0.305875694
3484,chr13,315007,315007,1,0.305883531
18918,chr12,293052,293052,1,0.30600281
25826,chr20,437094,437094,1,0.306036855
2866,chr12,292787,292787,1,0.306050816
18977,chr12,294030,294030,1,0.306104944
9863,chr4,118268,118268,1,0.306123314
23209,chr18,403812,403812,1,0.30615295
18586,chr11,287457,287457,1,0.306166421
34427,chrY,464674,464674,1,0.3061674
21887,chr16,365577,365577,1,0.306255819
27994,chr4,108500,108500,1,0.306283495
2565,chr11,282013,282013,1,0.306296476
1917,chr10,256622,256622,1,0.306302109
29680,chr5,139484,139484,1,0.306311417
3664,chr13,319940,319940,1,0.306348645
10328,chr5,130763,130763,1,0.306353054
33541,chr8,225613,225613,1,0.30636775
19663,chr12,311435,311435,1,0.306450534
15517,chr1,33672,33672,1,0.306487273
16911,chr10,251646,251646,1,0.306501234
31954,chr7,191421,191421,1,0.306511276
28217,chr4,112371,112371,1,0.306551199
3580,chr13,318031,318031,1,0.306592591
25818,chr20,436941,436941,1,0.306697664
18602,chr11,287796,287796,1,0.306709176
8406,chr22,445695,445695,1,0.306711135
3193,chr12,303888,303888,1,0.306720687
10276,chr5,129960,129960,1,0.306802983
19647,chr12,311118,311118,1,0.306810575
12646,chr8,209492,209492,1,0.306863234
8877,chr3,88217,88217,1,0.306881114
9295,chr3,101725,101725,1,0.306907321
19335,chr12,302312,302312,1,0.306939896
29551,chr5,136082,136082,1,0.30694357
15950,chr1,40725,40725,1,0.306977615
1897,chr10,256179,256179,1,0.30700823
18312,chr11,282680,282680,1,0.307020477
8640,chr3,79603,79603,1,0.307046439
19272,chr12,301578,301578,1,0.307060154
27465,chr3,96616,96616,1,0.307062849
31677,chr7,186532,186532,1,0.307091015
11104,chr6,150736,150736,1,0.307119916
1745,chr10,252915,252915,1,0.307157635
33341,chr8,221912,221912,1,0.307171841
6308,chr19,413853,413853,1,0.307190455
11686,chr6,174258,174258,1,0.307215192
8362,chr21,444097,444097,1,0.307253156
34213,chrX,460127,460127,1,0.307333247
22136,chr16,370865,370865,1,0.307348677
16209,chr10,239488,239488,1,0.307449586
20423,chr14,327974,327974,1,0.307461343
26631,chr3,81618,81618,1,0.307499061
557,chr1,20328,20328,1,0.307511797
14774,chr1,16876,16876,1,0.307552945
33977,chr9,236354,236354,1,0.307556129
7092,chr2,52282,52282,1,0.307662672
24846,chr2,63859,63859,1,0.307730271
16795,chr10,248998,248998,1,0.307763336
27104,chr3,90449,90449,1,0.307776317
2542,chr11,281382,281382,1,0.307777052
14887,chr1,19813,19813,1,0.307783665
18025,chr11,277289,277289,1,0.307851999
8540,chr22,451477,451477,1,0.307877472
33257,chr8,220276,220276,1,0.307898535
28632,chr4,119405,119405,1,0.307922538
13713,chrX,456428,456428,1,0.307924742
3259,chr12,305978,305978,1,0.307961726
24324,chr2,53061,53061,1,0.307961726
31698,chr7,187163,187163,1,0.307990872
21590,chr16,354521,354521,1,0.308035449
26166,chr22,445530,445530,1,0.308075861
9727,chr4,113917,113917,1,0.308116274
2300,chr11,269212,269212,1,0.308131459
33743,chr9,231365,231365,1,0.308150564
4938,chr16,364480,364480,1,0.308171382
31617,chr7,185417,185417,1,0.308178975
28446,chr4,116443,116443,1,0.308269353
30785,chr6,165569,165569,1,0.308326175
18842,chr12,291861,291861,1,0.308339891
20252,chr14,324274,324274,1,0.30834528
14851,chr1,19119,19119,1,0.308351403
24054,chr2,48045,48045,1,0.308383488
32308,chr7,200333,200333,1,0.308450108
28720,chr4,120898,120898,1,0.308469212
18733,chr12,289921,289921,1,0.308495174
26119,chr21,444307,444307,1,0.308498113
24155,chr2,50130,50130,1,0.308601717
2102,chr11,263763,263763,1,0.308632577
15333,chr1,29318,29318,1,0.308634782
1836,chr10,255286,255286,1,0.308638945
11365,chr6,165919,165919,1,0.308666622
21737,chr16,359937,359937,1,0.308692829
23411,chr19,411250,411250,1,0.308762878
19136,chr12,299045,299045,1,0.308769246
14877,chr1,19793,19793,1,0.308782717
34364,chrX,463326,463326,1,0.308848112
29908,chr5,143302,143302,1,0.308862318
5200,chr17,374997,374997,1,0.308862563
13887,chrX,461034,461034,1,0.308863542
22455,chr17,381855,381855,1,0.308894158
9550,chr4,109828,109828,1,0.308899301
25947,chr20,440337,440337,1,0.308917916
34089,chrX,455294,455294,1,0.30892012
25812,chr20,436863,436863,1,0.3089211
28774,chr5,121833,121833,1,0.308926733
19867,chr13,316752,316752,1,0.308939714
4038,chr14,330787,330787,1,0.308982331
27244,chr3,92674,92674,1,0.309006334
4547,chr15,350266,350266,1,0.30906781
2106,chr11,264049,264049,1,0.309071729
34117,chrX,456522,456522,1,0.309071729
31344,chr6,177052,177052,1,0.309190028
24698,chr2,61165,61165,1,0.309224073
27834,chr4,105836,105836,1,0.309235584
17565,chr11,266675,266675,1,0.309240728
19835,chr13,315897,315897,1,0.309319104
6537,chr19,420954,420954,1,0.309325962
30117,chr6,148902,148902,1,0.309326942
22115,chr16,370544,370544,1,0.309326942
15529,chr1,33788,33788,1,0.309340413
22877,chr17,393581,393581,1,0.309358537
26069,chr21,443160,443160,1,0.309368824
30081,chr6,147896,147896,1,0.309377886
34376,chrX,463376,463376,1,0.309408992
28339,chr4,114150,114150,1,0.309425647
31805,chr7,189237,189237,1,0.309439608
30653,chr6,162554,162554,1,0.309488838
29063,chr5,126646,126646,1,0.309503778
17431,chr11,265020,265020,1,0.309519698
10578,chr5,137290,137290,1,0.309633099
8109,chr20,435706,435706,1,0.309638732
30722,chr6,164144,164144,1,0.309659551
23177,chr18,403019,403019,1,0.309666654
8415,chr22,446002,446002,1,0.309698004
5559,chr17,387861,387861,1,0.309770502
27493,chr3,96909,96909,1,0.309782504
22698,chr17,388596,388596,1,0.30979377
17113,chr10,256781,256781,1,0.309798179
11975,chr7,186032,186032,1,0.30981214
12827,chr8,214731,214731,1,0.309853777
240,chr1,9664,9664,1,0.309856226
21364,chr15,349427,349427,1,0.309899823
22016,chr16,368665,368665,1,0.309933623
30449,chr6,158398,158398,1,0.309981628
31547,chr7,181904,181904,1,0.309997058
8962,chr3,91462,91462,1,0.310009305
20489,chr14,329999,329999,1,0.310081313
31026,chr6,170475,170475,1,0.310108989
31265,chr6,175190,175190,1,0.310131523
23158,chr18,402681,402681,1,0.310151117
27227,chr3,92330,92330,1,0.310185896
30363,chr6,155519,155519,1,0.310250801
16866,chr10,250528,250528,1,0.310301501
26659,chr3,82438,82438,1,0.310325259
15230,chr1,26808,26808,1,0.310343873
3138,chr12,301826,301826,1,0.3104029
33542,chr8,225635,225635,1,0.310597861
15820,chr1,38580,38580,1,0.310678197
31000,chr6,169842,169842,1,0.310698526
30564,chr6,160189,160189,1,0.310760247
15768,chr1,37865,37865,1,0.310775922
17130,chr10,257154,257154,1,0.310800415
19340,chr12,302419,302419,1,0.310820009
20490,chr14,330053,330053,1,0.310837643
1571,chr10,247457,247457,1,0.310839848
18707,chr12,289340,289340,1,0.310933409
3438,chr13,313443,313443,1,0.310938798
11407,chr6,166980,166980,1,0.310948105
15573,chr1,34447,34447,1,0.310973087
2559,chr11,281789,281789,1,0.310984599
4448,chr15,346222,346222,1,0.311001499
22389,chr17,379463,379463,1,0.311016194
28940,chr5,125267,125267,1,0.311032114
28769,chr4,121701,121701,1,0.311059056
21011,chr15,341400,341400,1,0.311073752
32626,chr7,207739,207739,1,0.31109751
29375,chr5,133323,133323,1,0.311119553
10846,chr5,142180,142180,1,0.311186173
7845,chr2,73596,73596,1,0.311239322
22563,chr17,384756,384756,1,0.311275326
18229,chr11,281627,281627,1,0.311309615
20918,chr15,339876,339876,1,0.311399503
24077,chr2,48273,48273,1,0.311404157
8600,chr3,78368,78368,1,0.311445794
6355,chr19,415217,415217,1,0.311466858
32505,chr7,204836,204836,1,0.311477879
20161,chr13,321558,321558,1,0.311512414
25294,chr2,71767,71767,1,0.311579278
23793,chr19,427355,427355,1,0.311597893
20000,chr13,318908,318908,1,0.311609649
7729,chr2,69994,69994,1,0.311660349
29484,chr5,134652,134652,1,0.31169023
19437,chr12,305181,305181,1,0.311691454
31871,chr7,190566,190566,1,0.311700517
26334,chr22,451545,451545,1,0.311785016
34308,chrX,462417,462417,1,0.311798977
33717,chr9,230897,230897,1,0.311840859
23341,chr19,407130,407130,1,0.311912377
21353,chr15,349356,349356,1,0.311925113
32239,chr7,199554,199554,1,0.311966506
31734,chr7,188107,188107,1,0.31200202
33990,chr9,236654,236654,1,0.312032146
7707,chr2,68978,68978,1,0.312061292
31371,chr6,177434,177434,1,0.312065946
29507,chr5,135098,135098,1,0.312118115
25502,chr2,75633,75633,1,0.312149955
16384,chr10,242829,242829,1,0.312159018
13818,chrX,459851,459851,1,0.312159752
29767,chr5,140894,140894,1,0.312170774
2538,chr11,281063,281063,1,0.312181061
16344,chr10,241895,241895,1,0.312186694
29180,chr5,128932,128932,1,0.312195756
30746,chr6,164418,164418,1,0.312212901
16784,chr10,248947,248947,1,0.31224964
2361,chr11,272126,272126,1,0.312274622
8200,chr20,438648,438648,1,0.31228344
11096,chr6,150416,150416,1,0.312336589
8276,chr21,441434,441434,1,0.312379451
16359,chr10,242374,242374,1,0.312387778
21476,chr15,351704,351704,1,0.312422802
29847,chr5,141965,141965,1,0.312424762
12679,chr8,210931,210931,1,0.312437008
28207,chr4,112245,112245,1,0.312440927
26382,chr22,452573,452573,1,0.312475462
4361,chr15,342957,342957,1,0.31248085
15774,chr1,37937,37937,1,0.312495056
19944,chr13,317988,317988,1,0.312509751
17897,chr11,273148,273148,1,0.312514895
32333,chr7,201040,201040,1,0.312515384
11911,chr7,184092,184092,1,0.312572207
18715,chr12,289567,289567,1,0.312605762
20045,chr13,319343,319343,1,0.312607721
24584,chr2,59207,59207,1,0.312634418
28379,chr4,115212,115212,1,0.312648134
28798,chr5,122542,122542,1,0.312705447
9333,chr4,103460,103460,1,0.312705937
24258,chr2,51832,51832,1,0.312731164
3700,chr13,320637,320637,1,0.312782108
15701,chr1,36724,36724,1,0.312782108
13407,chr9,231772,231772,1,0.312806111
33809,chr9,232865,232865,1,0.31280954
27454,chr3,96536,96536,1,0.312822276
29714,chr5,140139,140139,1,0.312823256
15736,chr1,37284,37284,1,0.31282546
18293,chr11,282447,282447,1,0.312836482
32041,chr7,193861,193861,1,0.312839911
17508,chr11,265790,265790,1,0.312844809
27410,chr3,96073,96073,1,0.312854362
32687,chr8,208881,208881,1,0.312870282
16816,chr10,249321,249321,1,0.31292539
14920,chr1,19956,19956,1,0.312944984
16570,chr10,245691,245691,1,0.312974865
17380,chr11,263749,263749,1,0.313005236
15787,chr1,38108,38108,1,0.31302581
27529,chr3,97649,97649,1,0.313026789
1834,chr10,255261,255261,1,0.313050792
33954,chr9,236144,236144,1,0.31305716
28438,chr4,116301,116301,1,0.313064018
9305,chr3,102335,102335,1,0.313071611
28074,chr4,110417,110417,1,0.313093899
10802,chr5,140594,140594,1,0.313133577
20737,chr14,335385,335385,1,0.313153416
7186,chr2,55177,55177,1,0.313186726
29769,chr5,140897,140897,1,0.313199217
5705,chr17,392337,392337,1,0.313241344
7830,chr2,73065,73065,1,0.313256774
16413,chr10,243533,243533,1,0.313300616
26443,chr3,78332,78332,1,0.31332119
4307,chr15,340826,340826,1,0.313356459
25283,chr2,71704,71704,1,0.313422834
33814,chr9,232876,232876,1,0.313491168
663,chr1,22741,22741,1,0.313506109
33143,chr8,217887,217887,1,0.313528642
27481,chr3,96822,96822,1,0.31358522
4370,chr15,343585,343585,1,0.313586934
21727,chr16,359776,359776,1,0.313644247
5439,chr17,384173,384173,1,0.313655513
20165,chr13,321586,321586,1,0.313722133
27283,chr3,93774,93774,1,0.313759607
33430,chr8,223123,223123,1,0.313767445
31535,chr7,181584,181584,1,0.313805898
21901,chr16,365655,365655,1,0.313811041
7105,chr2,52360,52360,1,0.313863945
30352,chr6,155437,155437,1,0.313881825
6198,chr19,408454,408454,1,0.3139313
26683,chr3,82906,82906,1,0.313932524
20307,chr14,325123,325123,1,0.313945261
9004,chr3,92976,92976,1,0.313956037
14972,chr1,21088,21088,1,0.313956772
29428,chr5,134055,134055,1,0.313971223
11740,chr6,176124,176124,1,0.313988123
26102,chr21,443854,443854,1,0.314002818
11444,chr6,168337,168337,1,0.314030495
25065,chr2,68228,68228,1,0.314090012
33515,chr8,224725,224725,1,0.314124056
20603,chr14,332430,332430,1,0.314157611
14367,chr1,7051,7051,1,0.314157856
7739,chr2,70516,70516,1,0.314159326
18913,chr12,293041,293041,1,0.314164714
5849,chr17,398709,398709,1,0.314207576
25064,chr2,68225,68225,1,0.314266603
465,chr1,17829,17829,1,0.314314119
30447,chr6,158387,158387,1,0.314382943
33632,chr9,228882,228882,1,0.314402537
21067,chr15,343086,343086,1,0.314462054
32922,chr8,213442,213442,1,0.314511529
20795,chr14,336377,336377,1,0.314534307
1474,chr10,244394,244394,1,0.314597253
26632,chr3,81621,81621,1,0.31462199
20893,chr15,339312,339312,1,0.314650647
14785,chr1,17249,17249,1,0.31465677
23533,chr19,417112,417112,1,0.31473931
12087,chr7,188105,188105,1,0.314742739
16325,chr10,241732,241732,1,0.3148025
14685,chr1,14238,14238,1,0.314873529
33965,chr9,236244,236244,1,0.314904635
19730,chr13,313986,313986,1,0.314914187
24918,chr2,64787,64787,1,0.314921534
27520,chr3,97512,97512,1,0.314921534
5131,chr16,371535,371535,1,0.314924963
7781,chr2,72181,72181,1,0.314929862
14024,chr1,234,234,1,0.314940884
31417,chr6,178287,178287,1,0.314981541
10448,chr5,134030,134030,1,0.314988154
15205,chr1,26170,26170,1,0.31503469
24651,chr2,60394,60394,1,0.315036649
8213,chr20,438932,438932,1,0.315039589
3396,chr12,311564,311564,1,0.315081961
25324,chr2,72322,72322,1,0.315185809
15781,chr1,38051,38051,1,0.315215935
