,chr,length,start,end,p
23962,chr7,1,197026,197026,0.01
23963,chr7,2,197029,197030,0.01
23964,chr7,1,197034,197034,0.01
23965,chr7,1,197037,197037,0.01
23966,chr7,1,197046,197046,0.01
23967,chr7,1,197048,197048,0.01
23968,chr7,1,197071,197071,0.01
23969,chr7,1,197074,197074,0.01
23970,chr7,1,197097,197097,0.01
23971,chr7,1,197111,197111,0.01
23972,chr7,1,197118,197118,0.01
23973,chr7,1,197140,197140,0.01
23974,chr7,1,197174,197174,0.01
23975,chr7,1,197194,197194,0.01
23976,chr7,1,197218,197218,0.01
23977,chr7,1,197228,197228,0.01
23978,chr7,2,197234,197235,0.01
23979,chr7,1,197238,197238,0.01
23980,chr7,3,197241,197243,0.01
23981,chr7,1,197263,197263,0.01
23982,chr7,1,197286,197286,0.01
23983,chr7,1,197294,197294,0.01
23984,chr7,1,197297,197297,0.01
23985,chr7,1,197302,197302,0.01
23986,chr7,1,197319,197319,0.01
23987,chr7,1,197321,197321,0.01
23988,chr7,1,197326,197326,0.01
23989,chr7,1,197341,197341,0.01
23990,chr7,1,197356,197356,0.01
23991,chr7,1,197364,197364,0.01
23992,chr7,1,197367,197367,0.01
23993,chr7,1,197378,197378,0.01
23994,chr7,1,197380,197380,0.01
23995,chr7,1,197389,197389,0.01
23996,chr7,1,197425,197425,0.01
23997,chr7,1,197430,197430,0.01
23998,chr7,1,197437,197437,0.01
23999,chr7,2,197444,197445,0.01
24000,chr7,1,197476,197476,0.01
24001,chr7,1,197522,197522,0.01
24002,chr7,1,197552,197552,0.01
24003,chr7,1,197561,197561,0.01
24004,chr7,1,197577,197577,0.01
24005,chr7,1,197614,197614,0.01
24006,chr7,1,197628,197628,0.01
24007,chr7,1,197637,197637,0.01
24008,chr7,1,197642,197642,0.01
24009,chr7,1,197645,197645,0.01
24010,chr7,1,197653,197653,0.01
24011,chr7,1,197668,197668,0.01
24012,chr7,1,197671,197671,0.01
24013,chr7,1,197674,197674,0.01
24014,chr7,1,197699,197699,0.01
24015,chr7,2,197754,197755,0.01
24016,chr7,3,197758,197760,0.01
24017,chr7,1,197784,197784,0.01
24018,chr7,1,197789,197789,0.01
24019,chr7,1,197824,197824,0.01
24020,chr7,1,197834,197834,0.01
24021,chr7,1,197849,197849,0.01
24022,chr7,1,197865,197865,0.01
24023,chr7,1,197870,197870,0.01
24024,chr7,1,197890,197890,0.01
24025,chr7,1,197904,197904,0.01
24026,chr7,2,197926,197927,0.01
24027,chr7,2,197941,197942,0.01
24028,chr7,1,197948,197948,0.01
24029,chr7,1,197975,197975,0.01
24030,chr7,1,197978,197978,0.01
24031,chr7,1,197986,197986,0.01
24032,chr7,1,198047,198047,0.01
24033,chr7,1,198057,198057,0.01
24034,chr7,1,198065,198065,0.01
24035,chr7,1,198070,198070,0.01
24036,chr7,1,198117,198117,0.01
24037,chr7,1,198138,198138,0.01
24038,chr7,1,198151,198151,0.01
24039,chr7,1,198171,198171,0.01
24040,chr7,1,198184,198184,0.01
24041,chr7,1,198195,198195,0.01
24042,chr7,1,198214,198214,0.01
24043,chr7,1,198224,198224,0.01
24044,chr7,2,198228,198229,0.01
24045,chr7,1,198239,198239,0.01
24046,chr7,1,198268,198268,0.01
24047,chr7,2,198302,198303,0.01
24048,chr7,1,198309,198309,0.01
24049,chr7,3,198320,198322,0.01
24050,chr7,1,198334,198334,0.01
24051,chr7,1,198343,198343,0.01
24052,chr7,1,198364,198364,0.01
24053,chr7,1,198382,198382,0.01
24054,chr7,1,198396,198396,0.01
24055,chr7,1,198398,198398,0.01
24056,chr7,1,198404,198404,0.01
24057,chr7,2,198409,198410,0.01
24058,chr7,1,198437,198437,0.01
24059,chr7,1,198449,198449,0.01
24060,chr7,1,198455,198455,0.01
24061,chr7,2,198463,198464,0.01
24062,chr7,2,198526,198527,0.01
24063,chr7,3,198534,198536,0.01
24064,chr7,1,198539,198539,0.01
24065,chr7,1,198558,198558,0.01
24066,chr7,1,198589,198589,0.01
24067,chr7,2,198602,198603,0.01
24068,chr7,1,198627,198627,0.01
24069,chr7,1,198631,198631,0.01
24070,chr7,1,198692,198692,0.01
24071,chr7,2,198708,198709,0.01
24072,chr7,2,198718,198719,0.01
24073,chr7,1,198736,198736,0.01
24074,chr7,1,198740,198740,0.01
24075,chr7,1,198747,198747,0.01
24076,chr7,2,198749,198750,0.01
24077,chr7,1,198754,198754,0.01
24078,chr7,1,198776,198776,0.01
24079,chr7,1,198779,198779,0.01
24080,chr7,1,198786,198786,0.01
24081,chr7,1,198795,198795,0.01
24082,chr7,1,198809,198809,0.01
24083,chr7,3,198824,198826,0.01
24084,chr7,1,198836,198836,0.01
24085,chr7,1,198839,198839,0.01
24086,chr7,1,198850,198850,0.01
24087,chr7,1,198853,198853,0.01
24088,chr7,1,198858,198858,0.01
24089,chr7,1,198868,198868,0.01
24090,chr7,1,198870,198870,0.01
24091,chr7,1,198873,198873,0.01
24092,chr7,1,198880,198880,0.01
24093,chr7,1,198897,198897,0.01
24094,chr7,1,198936,198936,0.01
24095,chr7,1,198943,198943,0.01
24096,chr7,2,198969,198970,0.01
24097,chr7,1,199005,199005,0.01
24098,chr7,1,199013,199013,0.01
24099,chr7,2,199022,199023,0.01
24100,chr7,1,199028,199028,0.01
24101,chr7,1,199030,199030,0.01
24102,chr7,1,199037,199037,0.01
24103,chr7,1,199069,199069,0.01
24104,chr7,1,199079,199079,0.01
24105,chr7,3,199101,199103,0.01
24106,chr7,1,199117,199117,0.01
24107,chr7,1,199128,199128,0.01
24108,chr7,1,199150,199150,0.01
24109,chr7,1,199163,199163,0.01
24110,chr7,1,199166,199166,0.01
24111,chr7,1,199177,199177,0.01
24112,chr7,1,199202,199202,0.01
24113,chr7,1,199209,199209,0.01
24114,chr7,1,199233,199233,0.01
24115,chr7,1,199254,199254,0.01
24116,chr7,1,199288,199288,0.01
24117,chr7,1,199290,199290,0.01
24118,chr7,1,199313,199313,0.01
24119,chr7,2,199319,199320,0.01
24120,chr7,1,199338,199338,0.01
24121,chr7,1,199362,199362,0.01
24122,chr7,1,199366,199366,0.01
24123,chr7,1,199382,199382,0.01
24124,chr7,3,199394,199396,0.01
24125,chr7,1,199400,199400,0.01
24126,chr7,1,199408,199408,0.01
24127,chr7,1,199412,199412,0.01
24128,chr7,2,199451,199452,0.01
24129,chr7,1,199458,199458,0.01
24130,chr7,1,199461,199461,0.01
24131,chr7,3,199469,199471,0.01
24132,chr7,1,199477,199477,0.01
24133,chr7,1,199486,199486,0.01
24134,chr7,2,199516,199517,0.01
24135,chr7,1,199523,199523,0.01
24136,chr7,3,199532,199534,0.01
24137,chr7,2,199556,199557,0.01
24138,chr7,2,199563,199564,0.01
24139,chr7,1,199567,199567,0.01
24140,chr7,1,199571,199571,0.01
24141,chr7,2,199575,199576,0.01
24142,chr7,1,199582,199582,0.01
24143,chr7,1,199606,199606,0.01
24144,chr7,3,199617,199619,0.01
24145,chr7,1,199630,199630,0.01
24146,chr7,1,199653,199653,0.01
24147,chr7,1,199673,199673,0.01
24148,chr7,1,199697,199697,0.01
24149,chr7,1,199702,199702,0.01
24150,chr7,1,199707,199707,0.01
24151,chr7,1,199742,199742,0.01
24152,chr7,1,199763,199763,0.01
24153,chr7,1,199810,199810,0.01
24154,chr7,1,199820,199820,0.01
24155,chr7,2,199827,199828,0.01
24156,chr7,1,199830,199830,0.01
24157,chr7,2,199832,199833,0.01
24158,chr7,1,199837,199837,0.01
24159,chr7,1,199843,199843,0.01
24160,chr7,1,199847,199847,0.01
24161,chr7,2,199862,199863,0.01
24162,chr7,1,199866,199866,0.01
24163,chr7,1,199896,199896,0.01
24164,chr7,1,199909,199909,0.01
24165,chr7,1,199918,199918,0.01
24166,chr7,1,199931,199931,0.01
24167,chr7,3,199984,199986,0.01
24168,chr7,1,200028,200028,0.01
24169,chr7,1,200047,200047,0.01
24170,chr7,2,200057,200058,0.01
24171,chr7,2,200066,200067,0.01
24172,chr7,1,200071,200071,0.01
24173,chr7,1,200108,200108,0.01
24174,chr7,1,200122,200122,0.01
24175,chr7,1,200136,200136,0.01
24176,chr7,1,200154,200154,0.01
24177,chr7,1,200156,200156,0.01
24178,chr7,1,200168,200168,0.01
24179,chr7,1,200178,200178,0.01
24180,chr7,1,200186,200186,0.01
24181,chr7,1,200192,200192,0.01
24182,chr7,1,200196,200196,0.01
24183,chr7,3,200212,200214,0.01
24184,chr7,1,200225,200225,0.01
24185,chr7,1,200228,200228,0.01
24186,chr7,1,200232,200232,0.01
24187,chr7,1,200236,200236,0.01
24188,chr7,1,200238,200238,0.01
24189,chr7,1,200247,200247,0.01
24190,chr7,1,200254,200254,0.01
24191,chr7,1,200257,200257,0.01
24192,chr7,1,200259,200259,0.01
24193,chr7,1,200261,200261,0.01
24194,chr7,1,200264,200264,0.01
24195,chr7,1,200268,200268,0.01
24196,chr7,1,200272,200272,0.01
24197,chr7,1,200276,200276,0.01
24198,chr7,1,200282,200282,0.01
24199,chr7,1,200288,200288,0.01
24200,chr7,1,200293,200293,0.01
24201,chr7,1,200307,200307,0.01
24202,chr7,1,200320,200320,0.01
24203,chr7,1,200329,200329,0.01
24204,chr7,1,200331,200331,0.01
24205,chr7,1,200342,200342,0.01
24206,chr7,1,200387,200387,0.01
24207,chr7,1,200396,200396,0.01
24208,chr7,1,200402,200402,0.01
24209,chr7,1,200417,200417,0.01
24210,chr7,1,200429,200429,0.01
24211,chr7,1,200435,200435,0.01
24212,chr7,2,200443,200444,0.01
24213,chr7,1,200446,200446,0.01
24214,chr7,1,200459,200459,0.01
24215,chr7,1,200468,200468,0.01
24216,chr7,1,200471,200471,0.01
24217,chr7,1,200487,200487,0.01
24218,chr7,2,200490,200491,0.01
24219,chr7,1,200493,200493,0.01
24220,chr7,1,200495,200495,0.01
24221,chr7,1,200511,200511,0.01
24222,chr7,1,200515,200515,0.01
24223,chr7,4,200529,200532,0.01
24224,chr7,1,200553,200553,0.01
24225,chr7,2,200557,200558,0.01
24226,chr7,2,200561,200562,0.01
24227,chr7,1,200568,200568,0.01
24228,chr7,1,200578,200578,0.01
24229,chr7,1,200581,200581,0.01
24230,chr7,1,200585,200585,0.01
24231,chr7,1,200588,200588,0.01
24232,chr7,1,200592,200592,0.01
24233,chr7,1,200594,200594,0.01
24234,chr7,1,200600,200600,0.01
24235,chr7,1,200620,200620,0.01
24236,chr7,1,200629,200629,0.01
24237,chr7,1,200638,200638,0.01
24238,chr7,1,200650,200650,0.01
24239,chr7,1,200654,200654,0.01
24240,chr7,1,200693,200693,0.01
24241,chr7,1,200705,200705,0.01
24242,chr7,1,200723,200723,0.01
24243,chr7,1,200725,200725,0.01
24244,chr7,1,200727,200727,0.01
24245,chr7,1,200741,200741,0.01
24246,chr7,1,200744,200744,0.01
24247,chr7,1,200756,200756,0.01
24248,chr7,1,200781,200781,0.01
24249,chr7,2,200788,200789,0.01
24250,chr7,1,200793,200793,0.01
24251,chr7,1,200795,200795,0.01
24252,chr7,1,200804,200804,0.01
24253,chr7,1,200819,200819,0.01
24254,chr7,1,200824,200824,0.01
24255,chr7,1,200832,200832,0.01
24256,chr7,4,200843,200846,0.01
24257,chr7,2,200848,200849,0.01
24258,chr7,1,200858,200858,0.01
24259,chr7,1,200862,200862,0.01
24260,chr7,1,200869,200869,0.01
24261,chr7,1,200872,200872,0.01
24262,chr7,1,200877,200877,0.01
24263,chr7,1,200885,200885,0.01
24264,chr7,1,200896,200896,0.01
24265,chr7,1,200910,200910,0.01
24266,chr7,1,200914,200914,0.01
24267,chr7,1,200919,200919,0.01
24268,chr7,1,200922,200922,0.01
24269,chr7,1,200932,200932,0.01
24270,chr7,2,200944,200945,0.01
24271,chr7,1,200952,200952,0.01
24272,chr7,2,200959,200960,0.01
24273,chr7,1,200969,200969,0.01
24274,chr7,1,200977,200977,0.01
24275,chr7,1,200986,200986,0.01
24276,chr7,1,200990,200990,0.01
24277,chr7,1,200994,200994,0.01
24278,chr7,1,201015,201015,0.01
24279,chr7,1,201032,201032,0.01
24280,chr7,1,201035,201035,0.01
24281,chr7,2,201046,201047,0.01
24282,chr7,1,201054,201054,0.01
24283,chr7,1,201057,201057,0.01
24284,chr7,1,201059,201059,0.01
24285,chr7,1,201062,201062,0.01
24286,chr7,1,201075,201075,0.01
24287,chr7,2,201082,201083,0.01
24288,chr7,1,201089,201089,0.01
24289,chr7,1,201097,201097,0.01
24290,chr7,1,201107,201107,0.01
24291,chr7,2,201110,201111,0.01
24292,chr7,1,201114,201114,0.01
24293,chr7,1,201120,201120,0.01
24294,chr7,1,201123,201123,0.01
24295,chr7,1,201125,201125,0.01
24296,chr7,1,201132,201132,0.01
24297,chr7,2,201141,201142,0.01
24298,chr7,1,201146,201146,0.01
24299,chr7,3,201150,201152,0.01
24300,chr7,2,201154,201155,0.01
24301,chr7,1,201172,201172,0.01
24302,chr7,1,201181,201181,0.01
24303,chr7,1,201193,201193,0.01
24304,chr7,2,201198,201199,0.01
24305,chr7,1,201208,201208,0.01
24306,chr7,1,201221,201221,0.01
24307,chr7,1,201227,201227,0.01
24308,chr7,1,201240,201240,0.01
24309,chr7,1,201245,201245,0.01
24310,chr7,1,201253,201253,0.01
24311,chr7,1,201262,201262,0.01
24312,chr7,1,201274,201274,0.01
24313,chr7,1,201276,201276,0.01
24314,chr7,1,201287,201287,0.01
24315,chr7,1,201298,201298,0.01
24316,chr7,1,201304,201304,0.01
24317,chr7,2,201306,201307,0.01
24318,chr7,1,201310,201310,0.01
24319,chr7,1,201313,201313,0.01
24320,chr7,1,201330,201330,0.01
24321,chr7,1,201334,201334,0.01
24322,chr7,1,201347,201347,0.01
24323,chr7,1,201354,201354,0.01
24324,chr7,1,201361,201361,0.01
24325,chr7,1,201363,201363,0.01
24326,chr7,1,201367,201367,0.01
24327,chr7,1,201372,201372,0.01
24328,chr7,1,201379,201379,0.01
24329,chr7,1,201386,201386,0.01
24330,chr7,1,201395,201395,0.01
24331,chr7,1,201416,201416,0.01
24332,chr7,1,201425,201425,0.01
24333,chr7,1,201432,201432,0.01
24334,chr7,1,201442,201442,0.01
24335,chr7,1,201445,201445,0.01
24336,chr7,1,201471,201471,0.01
24337,chr7,1,201475,201475,0.01
24338,chr7,1,201482,201482,0.01
24339,chr7,1,201485,201485,0.01
24340,chr7,1,201487,201487,0.01
24341,chr7,1,201522,201522,0.01
24342,chr7,1,201527,201527,0.01
24343,chr7,1,201530,201530,0.01
24344,chr7,1,201539,201539,0.01
24345,chr7,1,201577,201577,0.01
24346,chr7,1,201588,201588,0.01
24347,chr7,1,201591,201591,0.01
24348,chr7,1,201598,201598,0.01
24349,chr7,1,201604,201604,0.01
24350,chr7,1,201609,201609,0.01
24351,chr7,2,201617,201618,0.01
24352,chr7,1,201630,201630,0.01
24353,chr7,1,201633,201633,0.01
24354,chr7,1,201635,201635,0.01
24355,chr7,1,201652,201652,0.01
24356,chr7,1,201655,201655,0.01
24357,chr7,2,201663,201664,0.01
24358,chr7,1,201669,201669,0.01
24359,chr7,1,201671,201671,0.01
24360,chr7,1,201675,201675,0.01
24361,chr7,1,201678,201678,0.01
24362,chr7,1,201683,201683,0.01
24363,chr7,1,201691,201691,0.01
24364,chr7,1,201696,201696,0.01
24365,chr7,1,201698,201698,0.01
24366,chr7,1,201700,201700,0.01
24367,chr7,2,201709,201710,0.01
24368,chr7,1,201714,201714,0.01
24369,chr7,1,201719,201719,0.01
24370,chr7,1,201722,201722,0.01
24371,chr7,1,201729,201729,0.01
24372,chr7,1,201738,201738,0.01
24373,chr7,2,201744,201745,0.01
24374,chr7,1,201753,201753,0.01
24375,chr7,1,201755,201755,0.01
24376,chr7,1,201768,201768,0.01
24377,chr7,1,201776,201776,0.01
24378,chr7,2,201782,201783,0.01
24379,chr7,1,201799,201799,0.01
24380,chr7,2,201805,201806,0.01
24381,chr7,1,201811,201811,0.01
24382,chr7,5,201821,201825,0.01
24383,chr7,2,201843,201844,0.01
24384,chr7,1,201852,201852,0.01
24385,chr7,1,201859,201859,0.01
24386,chr7,1,201866,201866,0.01
24387,chr7,1,201870,201870,0.01
24388,chr7,1,201896,201896,0.01
24389,chr7,1,201901,201901,0.01
24390,chr7,4,201918,201921,0.01
24391,chr7,1,201926,201926,0.01
24392,chr7,1,201928,201928,0.01
24393,chr7,1,201935,201935,0.01
24394,chr7,3,201944,201946,0.01
24395,chr7,1,201956,201956,0.01
24396,chr7,1,201958,201958,0.01
24397,chr7,1,201962,201962,0.01
24398,chr7,1,201985,201985,0.01
24399,chr7,1,201994,201994,0.01
24400,chr7,1,202008,202008,0.01
24401,chr7,3,202016,202018,0.01
24402,chr7,1,202025,202025,0.01
24403,chr7,1,202040,202040,0.01
24404,chr7,3,202057,202059,0.01
24405,chr7,1,202064,202064,0.01
24406,chr7,1,202080,202080,0.01
24407,chr7,2,202084,202085,0.01
24408,chr7,1,202088,202088,0.01
24409,chr7,1,202092,202092,0.01
24410,chr7,3,202096,202098,0.01
24411,chr7,1,202113,202113,0.01
24412,chr7,8,202116,202123,0.01
24413,chr7,2,202125,202126,0.01
24414,chr7,1,202143,202143,0.01
24415,chr7,3,202147,202149,0.01
24416,chr7,1,202151,202151,0.01
24417,chr7,1,202161,202161,0.01
24418,chr7,1,202167,202167,0.01
24419,chr7,1,202175,202175,0.01
24420,chr7,1,202192,202192,0.01
24421,chr7,1,202204,202204,0.01
24422,chr7,1,202221,202221,0.01
24423,chr7,1,202231,202231,0.01
24424,chr7,1,202233,202233,0.01
24425,chr7,1,202237,202237,0.01
24426,chr7,1,202242,202242,0.01
24427,chr7,1,202248,202248,0.01
24428,chr7,2,202258,202259,0.01
24429,chr7,1,202277,202277,0.01
24430,chr7,1,202288,202288,0.01
24431,chr7,5,202310,202314,0.01
24432,chr7,1,202316,202316,0.01
24433,chr7,2,202323,202324,0.01
24434,chr7,1,202342,202342,0.01
24435,chr7,2,202345,202346,0.01
24436,chr7,1,202353,202353,0.01
24437,chr7,1,202365,202365,0.01
24438,chr7,1,202369,202369,0.01
24439,chr7,1,202377,202377,0.01
24440,chr7,2,202381,202382,0.01
24441,chr7,2,202386,202387,0.01
24442,chr7,2,202392,202393,0.01
24443,chr7,1,202409,202409,0.01
24444,chr7,6,202418,202423,0.01
24445,chr7,1,202427,202427,0.01
24446,chr7,1,202437,202437,0.01
24447,chr7,1,202458,202458,0.01
24448,chr7,1,202463,202463,0.01
24449,chr7,1,202472,202472,0.01
24450,chr7,1,202487,202487,0.01
24451,chr7,2,202496,202497,0.01
24452,chr7,1,202501,202501,0.01
24453,chr7,1,202514,202514,0.01
24454,chr7,1,202559,202559,0.01
24455,chr7,3,202583,202585,0.01
24456,chr7,1,202587,202587,0.01
24457,chr7,1,202591,202591,0.01
24458,chr7,1,202621,202621,0.01
24459,chr7,1,202625,202625,0.01
24460,chr7,2,202641,202642,0.01
24461,chr7,1,202652,202652,0.01
24462,chr7,1,202662,202662,0.01
24463,chr7,2,202677,202678,0.01
24464,chr7,2,202687,202688,0.01
24465,chr7,1,202705,202705,0.01
24466,chr7,1,202757,202757,0.01
24467,chr7,1,202760,202760,0.01
24468,chr7,1,202771,202771,0.01
24469,chr7,1,202797,202797,0.01
24470,chr7,1,202811,202811,0.01
24471,chr7,2,202814,202815,0.01
24472,chr7,1,202823,202823,0.01
24473,chr7,1,202846,202846,0.01
24474,chr7,2,202848,202849,0.01
24475,chr7,1,202864,202864,0.01
24476,chr7,1,202891,202891,0.01
24477,chr7,1,202917,202917,0.01
24478,chr7,1,202923,202923,0.01
24479,chr7,1,202930,202930,0.01
24480,chr7,1,202938,202938,0.01
24481,chr7,2,202951,202952,0.01
24482,chr7,2,202963,202964,0.01
24483,chr7,1,202966,202966,0.01
24484,chr7,1,202970,202970,0.01
24485,chr7,1,202977,202977,0.01
24486,chr7,2,202979,202980,0.01
24487,chr7,1,202983,202983,0.01
24488,chr7,1,203017,203017,0.01
24489,chr7,1,203022,203022,0.01
24490,chr7,2,203025,203026,0.01
24491,chr7,5,203031,203035,0.01
24492,chr7,1,203052,203052,0.01
24493,chr7,1,203064,203064,0.01
24494,chr7,1,203070,203070,0.01
24495,chr7,2,203073,203074,0.01
24496,chr7,1,203103,203103,0.01
24497,chr7,1,203110,203110,0.01
24498,chr7,3,203137,203139,0.01
24499,chr7,1,203143,203143,0.01
24500,chr7,1,203146,203146,0.01
24501,chr7,1,203150,203150,0.01
24502,chr7,1,203161,203161,0.01
24503,chr7,1,203168,203168,0.01
24504,chr7,2,203179,203180,0.01
24505,chr7,1,203194,203194,0.01
24506,chr7,1,203217,203217,0.01
24507,chr7,2,203230,203231,0.01
24508,chr7,1,203238,203238,0.01
24509,chr7,1,203250,203250,0.01
24510,chr7,3,203255,203257,0.01
24511,chr7,1,203270,203270,0.01
24512,chr7,1,203295,203295,0.01
24513,chr7,2,203297,203298,0.01
24514,chr7,1,203308,203308,0.01
24515,chr7,1,203334,203334,0.01
24516,chr7,1,203339,203339,0.01
24517,chr7,1,203348,203348,0.01
24518,chr7,1,203354,203354,0.01
24519,chr7,1,203357,203357,0.01
24520,chr7,1,203371,203371,0.01
24521,chr7,2,203385,203386,0.01
24522,chr7,2,203391,203392,0.01
24523,chr7,1,203395,203395,0.01
24524,chr7,2,203421,203422,0.01
24525,chr7,2,203441,203442,0.01
24526,chr7,1,203445,203445,0.01
24527,chr7,1,203453,203453,0.01
24528,chr7,1,203457,203457,0.01
24529,chr7,2,203462,203463,0.01
24530,chr7,1,203471,203471,0.01
24531,chr7,1,203481,203481,0.01
24532,chr7,3,203485,203487,0.01
24533,chr7,2,203500,203501,0.01
24534,chr7,1,203517,203517,0.01
24535,chr7,1,203521,203521,0.01
24536,chr7,1,203541,203541,0.01
24537,chr7,1,203545,203545,0.01
24538,chr7,5,203552,203556,0.01
24539,chr7,1,203582,203582,0.01
24540,chr7,1,203588,203588,0.01
24541,chr7,1,203595,203595,0.01
24542,chr7,1,203598,203598,0.01
24543,chr7,1,203600,203600,0.01
24544,chr7,1,203615,203615,0.01
24545,chr7,1,203645,203645,0.01
24546,chr7,2,203662,203663,0.01
24547,chr7,1,203667,203667,0.01
24548,chr7,1,203673,203673,0.01
24549,chr7,1,203676,203676,0.01
24550,chr7,1,203680,203680,0.01
24551,chr7,2,203695,203696,0.01
24552,chr7,1,203706,203706,0.01
24553,chr7,1,203724,203724,0.01
24554,chr7,1,203726,203726,0.01
24555,chr7,1,203728,203728,0.01
24556,chr7,1,203738,203738,0.01
24557,chr7,1,203744,203744,0.01
24558,chr7,1,203756,203756,0.01
24559,chr7,1,203769,203769,0.01
24560,chr7,1,203775,203775,0.01
24561,chr7,1,203787,203787,0.01
24562,chr7,1,203792,203792,0.01
24563,chr7,2,203814,203815,0.01
24564,chr7,2,203847,203848,0.01
24565,chr7,1,203852,203852,0.01
24566,chr7,1,203861,203861,0.01
24567,chr7,2,203863,203864,0.01
24568,chr7,1,203871,203871,0.01
24569,chr7,1,203888,203888,0.01
24570,chr7,1,203892,203892,0.01
24571,chr7,1,203897,203897,0.01
24572,chr7,1,203902,203902,0.01
24573,chr7,1,203906,203906,0.01
24574,chr7,1,203908,203908,0.01
24575,chr7,1,203914,203914,0.01
24576,chr7,1,203923,203923,0.01
24577,chr7,2,203935,203936,0.01
24578,chr7,1,203940,203940,0.01
24579,chr7,1,203959,203959,0.01
24580,chr7,1,203973,203973,0.01
24581,chr7,2,203987,203988,0.01
24582,chr7,1,204006,204006,0.01
24583,chr7,1,204018,204018,0.01
24584,chr7,1,204028,204028,0.01
24585,chr7,1,204043,204043,0.01
24586,chr7,1,204045,204045,0.01
24587,chr7,4,204065,204068,0.01
24588,chr7,1,204073,204073,0.01
24589,chr7,1,204077,204077,0.01
24590,chr7,1,204081,204081,0.01
24591,chr7,1,204083,204083,0.01
24592,chr7,1,204086,204086,0.01
24593,chr7,1,204092,204092,0.01
24594,chr7,2,204099,204100,0.01
24595,chr7,1,204106,204106,0.01
24596,chr7,1,204110,204110,0.01
24597,chr7,1,204113,204113,0.01
24598,chr7,2,204132,204133,0.01
24599,chr7,2,204136,204137,0.01
24600,chr7,1,204141,204141,0.01
24601,chr7,2,204145,204146,0.01
24602,chr7,1,204179,204179,0.01
24603,chr7,1,204191,204191,0.01
24604,chr7,1,204200,204200,0.01
24605,chr7,1,204219,204219,0.01
24606,chr7,1,204247,204247,0.01
24607,chr7,1,204261,204261,0.01
24608,chr7,1,204263,204263,0.01
24609,chr7,1,204267,204267,0.01
24610,chr7,1,204272,204272,0.01
24611,chr7,1,204277,204277,0.01
24612,chr7,2,204281,204282,0.01
24613,chr7,1,204284,204284,0.01
24614,chr7,1,204294,204294,0.01
24615,chr7,2,204297,204298,0.01
24616,chr7,1,204319,204319,0.01
24617,chr7,1,204324,204324,0.01
24618,chr7,1,204327,204327,0.01
24619,chr7,2,204340,204341,0.01
24620,chr7,1,204360,204360,0.01
24621,chr7,1,204381,204381,0.01
24622,chr7,2,204416,204417,0.01
24623,chr7,2,204422,204423,0.01
24624,chr7,1,204437,204437,0.01
24625,chr7,1,204441,204441,0.01
24626,chr7,1,204446,204446,0.01
24627,chr7,1,204454,204454,0.01
24628,chr7,2,204456,204457,0.01
24629,chr7,1,204469,204469,0.01
24630,chr7,3,204473,204475,0.01
24631,chr7,2,204480,204481,0.01
24632,chr7,1,204513,204513,0.01
